Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL4096770,COc1cc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,IC50,55,nM
CHEMBL2019138,Nc1oc2cc(Cl)ccc2c(=O)c1-c1ccccc1,IC50,6790,nM
CHEMBL1908847,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,IC50,,
CHEMBL352281,CC(C)(C)C(=O)Oc1ccc2oc(S(N)(=O)=O)cc2c1,IC50,3,nM
CHEMBL2336904,NS(=O)(=O)c1ccc(Nc2nnc(-c3cccc(S(N)(=O)=O)c3)c3ccccc23)cc1,IC50,455.1,nM
CHEMBL541211,CC(C)CNC(=O)CC1Sc2sc(S(N)(=O)=O)cc2NC1=O,IC50,4.6,nM
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,IC50,,
CHEMBL4062557,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1S(N)(=O)=O,IC50,10000,nM
CHEMBL632,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,,
CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,IC50,,
CHEMBL2392433,COc1ccc(CNc2ccc(S(N)(=O)=O)cc2)cc1OC,IC50,12.54,nM
CHEMBL2392430,NS(=O)(=O)c1cccc(NS(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3)c1,IC50,3873,nM
CHEMBL4592008,CS(=O)(=O)Oc1ccc(-c2ccc3occc3c2)cc1,IC50,2130,nM
CHEMBL4554647,O=S(=O)(Oc1ccc(-c2ccc3occc3c2)cc1)c1ccccc1,IC50,410,nM
CHEMBL2019141,Nc1oc2cc(Cl)ccc2c(=O)c1-c1ccc(Cl)cc1,IC50,8250,nM
CHEMBL2440436,O=P(O)(O)C(Nc1cccc(F)c1)P(=O)(O)O,IC50,10000,nM
CHEMBL4859439,Cc1ncc([N+](=O)[O-])n1CCOc1cccc(/C=N\c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1,IC50,89,nM
CHEMBL4870827,Cc1ncc([N+](=O)[O-])n1CCOc1ccc(/C=N\c2ccc(S(=O)(=O)NC(=N)N)cc2)cc1,IC50,70,nM
CHEMBL1200396,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,IC50,,
CHEMBL1489254,CC(=O)OCC(COC(C)=O)OC(C)=O,IC50,,
CHEMBL4098116,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2[N+](=O)[O-])o1,IC50,,
CHEMBL40583,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,IC50,,
CHEMBL1095699,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,IC50,,
CHEMBL4177384,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)S/C(=N/c2ccccc2)N1Cc1ccncc1,IC50,14440,nM
CHEMBL1200679,[Cl-].[Cl-].[Zn+2],IC50,1159,nM
CHEMBL122708,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,IC50,10,nM
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,IC50,,
CHEMBL4747356,NS(=O)(=O)c1ccc(NC(=O)CSC(=S)N2CCN(c3ccccn3)CC2)cc1,IC50,39,nM
CHEMBL4759737,NS(=O)(=O)c1ccc(NC(=O)CSC(=S)N2CCN(C(=O)c3ccco3)CC2)cc1,IC50,857,nM
CHEMBL104868,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,IC50,4.5,nM
CHEMBL105573,NS(=O)(=O)c1ccc(CCCO)cc1,IC50,64,nM
CHEMBL318951,NS(=O)(=O)c1ccc(SCCO)s1,IC50,30,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,6,nM
CHEMBL164126,Nc1ccc2oc(S(N)(=O)=O)cc2c1,IC50,9,nM
CHEMBL322014,CCCNCc1cc2cc(S(N)(=O)=O)oc2s1,IC50,8,nM
CHEMBL104929,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,IC50,5,nM
CHEMBL79324,C/C=C/C(=O)Oc1ccc2sc(S(N)(=O)=O)nc2c1,IC50,2.1,nM
CHEMBL175786,NS(=O)(=O)OCC1Oc2ccccc2O1,IC50,280,nM
CHEMBL333281,NS(=O)(=O)c1cc2cc(N3CCSCC3)sc2s1,IC50,2.6,nM
CHEMBL104621,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,IC50,2.3,nM
CHEMBL503194,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/C(C(=O)c4ccccc4)C(=O)c4ccccc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,20,nM
CHEMBL453931,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(C)=O,IC50,180,nM
CHEMBL444683,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)c1ccccc1,IC50,550,nM
CHEMBL510182,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4ccc(O)cc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,40,nM
CHEMBL3310985,CC(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,IC50,50000,nM
CHEMBL31184,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,IC50,,
CHEMBL720,OCc1ccccc1,IC50,,
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,,
CHEMBL442687,O=c1oc2cc(O)ccc2s1,IC50,1770,nM
CHEMBL1518,CCCc1cc(=O)[nH]c(=S)[nH]1,IC50,,
CHEMBL1909067,,IC50,,
CHEMBL277100,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,IC50,,
CHEMBL509,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,IC50,,
CHEMBL3291013,O=[N+]([O-])c1ccc(-c2ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc2)cc1,IC50,71,nM
CHEMBL4110270,,IC50,669,nM
CHEMBL4463022,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OS(=O)(=O)NC(c1ccccc1)c1ccccc1,IC50,15.97,nM
CHEMBL942,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,IC50,,
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,IC50,,
CHEMBL3093011,NS(=O)(=O)NCC1Oc2ccc(Cl)cc2O1,IC50,,
CHEMBL4476741,NS(=O)(=O)Oc1ccc(-c2ccc3sccc3c2)cc1,IC50,1320,nM
CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,IC50,,
CHEMBL443,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,IC50,,
CHEMBL311810,CCOCCOCCOC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,3.2,nM
CHEMBL86282,CCN(CC)CC1CCC(C(=O)Oc2ccc3nc(S(N)(=O)=O)sc3c2)CC1,IC50,2.8,nM
CHEMBL442751,CCCCCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,4,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,3.4,nM
CHEMBL1909080,O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2],IC50,,
CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,IC50,62,nM
CHEMBL513659,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(O)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,260,nM
CHEMBL503194,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/C(C(=O)c4ccccc4)C(=O)c4ccccc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,220,nM
CHEMBL499578,CCOC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)OCC,IC50,94,nM
CHEMBL1909075,,,,
CHEMBL15245,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,IC50,,
CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,IC50,,
CHEMBL304744,NS(=O)(=O)CS(=O)(=O)CCCc1ccccc1,IC50,190,nM
CHEMBL80060,COCCOCCN(CCOC)CCC1C(=O)Nc2cc(S(N)(=O)=O)sc2S1(=O)=O,IC50,5.15,nM
CHEMBL545245,CNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,2.5,nM
CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,,
CHEMBL1208572,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,IC50,,
CHEMBL38737,CC(=N)S,IC50,,
CHEMBL508338,,IC50,,
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,IC50,,
CHEMBL4876038,COc1cccc(C2CC(c3cc(F)ccc3F)=NN2c2ccc(S(N)(=O)=O)cc2)c1OC,IC50,4.45,nM
CHEMBL4576825,CCS(=O)(=O)Oc1ccc(-c2ccc3sccc3c2)cc1,IC50,1300,nM
CHEMBL4463041,CN(C)S(=O)(=O)Oc1ccc(-c2ccc3sccc3c2)cc1,IC50,5820,nM
CHEMBL2170077,,,,
CHEMBL565,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,IC50,,
CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,IC50,14,nM
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,IC50,,
CHEMBL3786516,COc1ccc2c(c1)CCC(NC(=O)N(C)C)C2,IC50,11.67,nM
CHEMBL3785207,CN(C)C(=O)N[C@H]1CCc2ccc(O)cc2C1,IC50,59.7,nM
CHEMBL3746640,NC(=O)c1c(Oc2cccc(CNS(N)(=O)=O)c2)cc(F)c(F)c1Nc1ccc(I)cc1F,IC50,5000,nM
CHEMBL716,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,IC50,,
CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,IC50,,
CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,IC50,,
CHEMBL4100994,Cc1cnc2c(S)cccc2c1,IC50,40000,nM
CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,3,nM
CHEMBL4075535,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Br)cc2)o1,IC50,0.41,nM
CHEMBL4097972,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2Cl)o1,IC50,0.39,nM
CHEMBL555588,CC(C)CNCc1ccccc1S(=O)(=O)c1csc(S(N)(=O)=O)c1.Cl,IC50,18,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,13.7,nM
CHEMBL175644,NS(=O)(=O)NCC1CCc2ccccc2O1,IC50,71000,nM
CHEMBL4632515,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2[N+](=O)[O-])nn1,IC50,2780,nM
CHEMBL4640224,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc([N+](=O)[O-])c2)nn1,IC50,1990,nM
CHEMBL77517,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,IC50,15,nM
CHEMBL165346,NS(=O)(=O)c1cc2ccccc2o1,IC50,8,nM
CHEMBL1201346,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,IC50,,
CHEMBL485259,CC12CCC(CC1)C(C)(C)O2,IC50,,
CHEMBL1466,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,IC50,,
CHEMBL372231,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,376,nM
CHEMBL289952,CCCCC(O[Si](C)(C)C(C)(C)C)c1csc(S(N)(=O)=O)c1,IC50,200,nM
CHEMBL4584443,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccccc2)c1,IC50,166.58,nM
CHEMBL2172744,,,,
CHEMBL2170078,,,,
CHEMBL2172746,,,,
CHEMBL97709,,,,
CHEMBL318664,,,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,441,nM
CHEMBL1276023,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N/N=C(/C(C)=O)C(=O)OC(C)(C)C)c2)c1-c1ccccc1,IC50,40,nM
CHEMBL20,,,,
CHEMBL1614641,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,IC50,,
CHEMBL267894,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,IC50,,
CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,IC50,,
CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,IC50,,
CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,IC50,,
CHEMBL1140,NC(=O)c1cccnc1,IC50,,
CHEMBL14060,Oc1ccccc1,IC50,,
CHEMBL1237174,NN,IC50,,
CHEMBL5314404,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O,IC50,,
CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,IC50,,
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,,
CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,IC50,,
CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,IC50,,
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,IC50,,
CHEMBL4098239,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1coc(S(N)(=O)=O)c1,IC50,7,nM
CHEMBL4071193,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1ccc(S(N)(=O)=O)nc1,IC50,250,nM
CHEMBL1527608,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,IC50,,
CHEMBL1732,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,IC50,,
CHEMBL1503,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,IC50,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,60.4,nM
CHEMBL66129,COCCOCCOCS(=O)(=O)CS(N)(=O)=O,IC50,1300,nM
CHEMBL79368,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)C1(CC1)CN2,IC50,2,nM
CHEMBL3290513,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccccc2Cl)cc1,IC50,22.86,nM
CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,IC50,38,nM
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,9,nM
CHEMBL104961,COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,IC50,30,nM
CHEMBL2092887,CC(C)CN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,53.1,nM
CHEMBL2092887,CC(C)CN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,44,nM
CHEMBL43047,CCCCCCC(N)c1csc(S(N)(=O)=O)c1,IC50,160,nM
CHEMBL543319,COCCOCCN(CCOC)C(C)c1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,0.5,nM
CHEMBL84649,COC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,1.2,nM
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,IC50,40,nM
CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,IC50,,
CHEMBL18797,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,IC50,,
CHEMBL276679,,,,
CHEMBL60889,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,IC50,,
CHEMBL1163131,Cc1ccc(S(=O)(=O)N2CC=CC2=O)cc1,IC50,18180,nM
CHEMBL1164744,CC(=O)OC1C=CC(=O)N1S(=O)(=O)c1ccc(C)cc1,IC50,7970,nM
CHEMBL2336894,NS(=O)(=O)c1ccc(Nc2nnc(-c3ccc(Cl)cc3)c3ccccc23)cc1,IC50,10000,nM
CHEMBL95770,,,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,37.5,nM
CHEMBL402794,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@@H](CC)CCCC,IC50,66906,nM
CHEMBL567597,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,IC50,,
CHEMBL4636417,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccc([N+](=O)[O-])cc2)nn1,IC50,2780,nM
CHEMBL4640484,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2cccc(C)c2)nn1,IC50,2100,nM
CHEMBL4641337,COc1cc(/C=C/C(=O)O)ccc1OCc1cn(-c2ccccc2OC)nn1,IC50,5230,nM
CHEMBL156455,,,,
CHEMBL83144,CC(C)(C)C(=O)Oc1ccc2cc(S(N)(=O)=O)sc2c1,IC50,2.6,nM
CHEMBL9849,CC(C)CN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,45,nM
CHEMBL287738,CC(=O)c1csc(S(N)(=O)=O)c1,IC50,16,nM
CHEMBL85558,COCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,3.5,nM
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,0.18,nM
CHEMBL3747256,Cc1c(NS(N)(=O)=O)cccc1Oc1cc(F)cc(Nc2ccc(I)cc2F)c1C(N)=O,IC50,700,nM
CHEMBL1086834,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccc(F)c(F)c1,IC50,34.6,nM
CHEMBL1088203,NS(=O)(=O)NCc1cccc2ccccc12,IC50,21000,nM
CHEMBL4064401,C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,IC50,250,nM
CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,IC50,38,nM
CHEMBL2092886,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O,IC50,4.6,nM
CHEMBL543604,CCCNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,9.2,nM
CHEMBL1084673,NS(=O)(=O)NCc1c[nH]c2ccccc12,IC50,300000,nM
CHEMBL287486,Cc1ccc(S(=O)(=O)NCC(=O)O)cc1,IC50,3623,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,15,nM
CHEMBL1076894,CCCCCCCCS(N)(=O)=O,IC50,,
CHEMBL2408087,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nccs4)cc3)c(Cl)c2c1,IC50,121,nM
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,IC50,,
CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,IC50,21,nM
CHEMBL79951,CC(C)COC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,2.2,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,53.1,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,48.1,nM
CHEMBL4062231,CN1CCN(NC(=S)SCC(=O)NCc2ccc3c(c2)OCO3)CC1,IC50,0.622,nM
CHEMBL87444,CC(=O)Nc1ccc2cc(S(N)(=O)=O)sc2c1,IC50,4.8,nM
CHEMBL1788291,CCN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,3.6,nM
CHEMBL311440,NS(=O)(=O)c1nc2ccc(OC(=O)Cc3ccc(Cl)cc3)cc2s1,IC50,10,nM
CHEMBL1098657,NS(=O)(=O)c1cnc(Sc2ccc(F)c(F)c2)c(CO)c1,IC50,79.3,nM
CHEMBL311089,NS(=O)(=O)c1nc2ccc(OC(=O)CC3CCCC3)cc2s1,IC50,6,nM
CHEMBL122708,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,IC50,56,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,3800,nM
CHEMBL1088150,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IC50,,
CHEMBL4561046,CCS(=O)(=O)Oc1ccc(-c2ccc3occc3c2)cc1,IC50,1600,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,283,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,92.5,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,56.5,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,36,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,89.9,nM
CHEMBL555186,CC(C)CNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,IC50,13,nM
CHEMBL1087374,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IC50,,
CHEMBL1088732,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,IC50,,
CHEMBL4100191,CC(C)(NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,IC50,232,nM
CHEMBL4086863,CC(C)[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,IC50,202,nM
CHEMBL4067116,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(S(N)(=O)=O)cc1,IC50,100,nM
CHEMBL4089618,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1Cc1ccc(S(N)(=O)=O)cc1,IC50,129,nM
CHEMBL2408075,O=c1oc2ccccc2c(Cl)c1/C=N/c1ccc(S(=O)(=O)Nc2nccs2)cc1,IC50,58,nM
CHEMBL2408074,NS(=O)(=O)c1ccc(/N=C/c2c(Cl)c3ccccc3oc2=O)cc1,IC50,33,nM
CHEMBL437002,O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1,IC50,,
CHEMBL357995,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,IC50,,
CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,,
CHEMBL188921,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,IC50,,
CHEMBL461727,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,IC50,,
CHEMBL1200528,,IC50,,
CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,IC50,,
CHEMBL3604469,CC[S@@](=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@@H](C)O)n2)cc1,IC50,10000,nM
CHEMBL316757,NS(=O)(=O)c1cc2cc(CNCCCCO)sc2o1,IC50,11,nM
CHEMBL1095883,CCNC(=O)c1cc(S(N)(=O)=O)cc(F)c1SCC(C)C,IC50,2.79,nM
CHEMBL103271,CCOCCNCc1cc2cc(S(N)(=O)=O)oc2s1,IC50,8,nM
CHEMBL363086,N#CSc1ccc(S(N)(=O)=O)cc1,IC50,3600,nM
CHEMBL6724,Nc1ccc(S(N)(=O)=O)cc1Br,IC50,620,nM
CHEMBL7204,NNc1ccc(S(N)(=O)=O)cc1,IC50,80,nM
CHEMBL104311,NS(=O)(=O)c1ccc(SCCCO)cc1,IC50,20,nM
CHEMBL2019142,COc1ccc(-c2c(N)oc3ccccc3c2=O)cc1,IC50,6510,nM
CHEMBL2019144,COc1ccc(-c2c(N)oc3cc(Cl)ccc3c2=O)cc1,IC50,8070,nM
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,IC50,,
CHEMBL123292,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,IC50,,
CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,IC50,,
