Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL3291006,COc1ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc1,IC50,10000,nM
CHEMBL2172749,,,,
CHEMBL314569,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,IC50,13,nM
CHEMBL310903,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCN2,IC50,2.46,nM
CHEMBL120070,NS(=O)(=O)c1ccc(Sc2cccs2)s1,IC50,1.12202E+18,nM
CHEMBL539258,CS(=O)(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,4.5,nM
CHEMBL158090,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,IC50,22,nM
CHEMBL543792,CC(C)CNCc1cc2sc(S(N)(=O)=O)cc2s1.Cl,IC50,2.8,nM
CHEMBL541089,CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,IC50,6.4,nM
CHEMBL554875,CN1CCN(Cc2ccc(S(=O)(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1.Cl,IC50,11,nM
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,,
CHEMBL141343,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,IC50,,
CHEMBL4857605,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,IC50,241.5,nM
CHEMBL3415382,CCN[C@H]1C[C@H](CCCO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,82,nM
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,IC50,,
CHEMBL1499,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,IC50,,
CHEMBL2019137,Nc1oc2ccc(Cl)cc2c(=O)c1-c1ccccc1,IC50,36200,nM
CHEMBL203266,COc1ccc(CN2CCNCC2)c(OC)c1OC,IC50,,
CHEMBL15770,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,IC50,,
CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,IC50,,
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,,
CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,IC50,,
CHEMBL1236282,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,IC50,,
CHEMBL1276394,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(I)c2)c1-c1ccccc1,IC50,50,nM
CHEMBL1276020,CCOC(=O)/C(=N/Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)OCC)c2-c2ccccc2)c1)C(=O)c1ccccc1,IC50,590,nM
CHEMBL1276394,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(I)c2)c1-c1ccccc1,IC50,130,nM
CHEMBL1276018,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N/N=C(\C(C)=O)C(=O)c3ccccc3)c2)c1-c1ccccc1,IC50,580,nM
CHEMBL1276022,CCOC(=O)C(=NNc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)OCC)c2-c2ccccc2)c1)C(=O)OCC,IC50,140,nM
CHEMBL513820,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(I)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,360,nM
CHEMBL314803,NS(=O)(=O)c1cc2ccc(O)cc2s1,IC50,8.8,nM
CHEMBL3092996,NS(=O)(=O)NCC1COc2ccccc2O1,IC50,130000,nM
CHEMBL3093006,NS(=O)(=O)NC[C@H]1COc2cc(F)ccc2O1,IC50,75000,nM
CHEMBL3093007,NS(=O)(=O)NC[C@H]1COc2cc(Br)ccc2O1,IC50,36000,nM
CHEMBL3092995,,,,
CHEMBL84600,CCOC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,1.2,nM
CHEMBL84021,Cc1ccc(OS(=O)(=O)c2ccc3nc(S(N)(=O)=O)sc3c2)cc1,IC50,4.1,nM
CHEMBL81688,CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,2,nM
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,IC50,,
CHEMBL1454,c1ccc([C@H]2CN3CCSC3=N2)cc1,IC50,,
CHEMBL1200391,NC(CO)(CO)CO,IC50,,
CHEMBL55371,O=P(O)(O)C(Nc1cccc(-c2ccccc2)c1)P(=O)(O)O,IC50,9371,nM
CHEMBL2440432,O=P(O)(O)C(Nc1ccc(Oc2ccc(Br)cc2)cc1)P(=O)(O)O,IC50,7469,nM
CHEMBL316814,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(C(=O)O)c1,IC50,900,nM
CHEMBL312593,CC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,4,nM
CHEMBL1461,,,,
CHEMBL3291008,O=[N+]([O-])c1cccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)c1,IC50,3820,nM
CHEMBL555889,CN(C)CCNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,8.8,nM
CHEMBL541810,COCCN(CCNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1)CCOC.Cl,IC50,2.5,nM
CHEMBL542122,CC(C=O)N(Cc1cc2cc(S(N)(=O)=O)sc2s1)C(C)C=O.Cl,IC50,2.71,nM
CHEMBL541856,CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1.Cl,IC50,12,nM
CHEMBL420961,NS(=O)(=O)c1nc2ccc(OC(=O)/C=C/c3ccccc3)cc2s1,IC50,15,nM
CHEMBL555385,CNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,3,nM
CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,IC50,,
CHEMBL319239,NS(=O)(=O)c1ccc(SCCCCCO)cc1,IC50,4.3,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,13,nM
CHEMBL417975,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,0.54,nM
CHEMBL83497,CC(C)CNCCC1CNc2cc(S(N)(=O)=O)sc2S1(=O)=O,IC50,2.9,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,9.9,nM
CHEMBL543415,CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,IC50,13,nM
CHEMBL341037,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,IC50,2,nM
CHEMBL106848,NS(=O)(=O)c1ccc(SCCO)cc1,IC50,37,nM
CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,0.4,nM
CHEMBL1086595,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],IC50,,
CHEMBL1169,Nc1ccc(C(=O)O)c(O)c1,IC50,750000,nM
CHEMBL51097,NS(=O)(=O)c1cc2cc(C(=O)N(CCO)CCO)sc2s1,IC50,6.6,nM
CHEMBL120002,CCOC(=O)C(C)Oc1ccc(S(N)(=O)=O)cc1,IC50,5.37032E+15,nM
CHEMBL120886,NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl,IC50,380,nM
CHEMBL32189,NCc1ccccn1,IC50,,
CHEMBL120886,NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl,IC50,22000,nM
CHEMBL2392423,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccccc2)cc1,IC50,60.93,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,68,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,351,nM
CHEMBL317694,COCCNCc1cc2cc(S(N)(=O)=O)oc2s1,IC50,11,nM
CHEMBL3787502,COc1ccc2c(c1)C[C@@H](NC(=O)N(C)C)CC2,IC50,9.27,nM
CHEMBL293479,O=P(O)(O)C(Nc1ccc(-c2ccccc2)cc1)P(=O)(O)O,IC50,10000,nM
CHEMBL2392432,NS(=O)(=O)c1ccc(CNC2CC(=O)N(c3cccc(Br)c3)C2=O)cc1,IC50,48.09,nM
CHEMBL2392429,NS(=O)(=O)c1ccc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)cc1,IC50,33.92,nM
CHEMBL2392424,NS(=O)(=O)c1ccc(-n2cccc2/C=C2/C(=O)NN(c3ccc(F)cc3)C2=O)cc1,IC50,41.97,nM
CHEMBL120268,CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)C1,IC50,2.04174E+15,nM
CHEMBL125102,NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,IC50,2.5,nM
CHEMBL191613,,,,
CHEMBL417975,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,0.54,nM
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,IC50,100000,nM
CHEMBL2172751,,,,
CHEMBL1098817,COCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,IC50,57.1,nM
CHEMBL84224,Cn1cccc1C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,2.9,nM
CHEMBL4063719,COc1ccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc1,IC50,65,nM
CHEMBL4075581,COc1cccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c1,IC50,45,nM
CHEMBL4075252,COc1cccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)c1OC,IC50,34,nM
CHEMBL1076889,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],IC50,122,nM
CHEMBL367035,NS(=O)(=O)c1cccc([N+](=O)[O-])c1,IC50,410,nM
CHEMBL417975,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,0.54,nM
CHEMBL554854,CCCCNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,12.4,nM
CHEMBL314569,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,IC50,5.3,nM
CHEMBL82867,NS(=O)(=O)c1cc2ccc(OP(=O)([O-])[O-])cc2s1.[Na+].[Na+],IC50,100,nM
CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,
CHEMBL1096821,COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc1ccccc1,IC50,20.2,nM
CHEMBL1098526,NS(=O)(=O)c1ccc(S(=O)(=O)c2ccccc2)c(C(=O)NCc2ccccc2)c1,IC50,5000,nM
CHEMBL1094856,O=[N+]([O-])O[C@H]1CC2CCC1[C@@H]2O,IC50,73100,nM
CHEMBL218382,,,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,2800,nM
CHEMBL555182,CCN(CC)C1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,70,nM
CHEMBL297821,CCCCC(=O)c1csc(S(N)(=O)=O)c1,IC50,6.3,nM
CHEMBL21,Nc1ccc(S(N)(=O)=O)cc1,IC50,260,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,16,nM
CHEMBL14053,O=C(O)C(Cl)(Cl)Cl,IC50,,
CHEMBL1630578,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,IC50,,
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,IC50,,
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,IC50,,
CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,IC50,14,nM
CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,IC50,,
CHEMBL6685,NS(=O)(=O)c1nc2ccc(O)cc2s1,IC50,4,nM
CHEMBL545239,CCNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,7.3,nM
CHEMBL545239,CCNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,IC50,0.8,nM
CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,IC50,,
CHEMBL2440429,O=P(O)(O)C(Nc1cccc2ccccc12)P(=O)(O)O,IC50,9091,nM
CHEMBL50588,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,IC50,,
CHEMBL1262,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,,
CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,IC50,,
CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,IC50,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,4500,nM
CHEMBL990,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,IC50,,
CHEMBL1076850,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IC50,,
CHEMBL1087375,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IC50,,
CHEMBL466495,N#Cc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1,IC50,250,nM
CHEMBL3402244,Cc1ccc(S(=O)(=O)NC(=O)C2C(C(=O)OCc3ccccc3)[C@@H]3C=C[C@H]2CC3)cc1,IC50,121.5,nM
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,,
CHEMBL87740,COc1ccc2sc(S(N)(=O)=O)cc2c1,IC50,23,nM
CHEMBL87179,NS(=O)(=O)c1cc2cc(CO)ccc2s1,IC50,9,nM
CHEMBL453931,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(C)=O,IC50,85,nM
CHEMBL467098,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N)c2)c1-c1ccccc1,IC50,55,nM
CHEMBL83629,CN(C)CCSCc1ccc2sc(S(N)(=O)=O)cc2c1,IC50,15,nM
CHEMBL105691,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,IC50,23,nM
CHEMBL2019148,COc1ccc2c(=O)c(-c3ccccc3)c(N)oc2c1,IC50,7870,nM
CHEMBL364713,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,IC50,,
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,IC50,,
CHEMBL424,O=C(O)c1ccccc1O,IC50,680000,nM
CHEMBL898,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,IC50,2700,nM
CHEMBL544827,CC(C)CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,IC50,4.8,nM
CHEMBL333193,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,IC50,4.5,nM
CHEMBL84649,COC(C)(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,1.2,nM
CHEMBL1098205,NS(=O)(=O)c1ccc(Oc2ccccc2)c(C(=O)NCc2ccccc2)c1,IC50,35.9,nM
CHEMBL347369,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,IC50,40,nM
CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,IC50,,
CHEMBL4166636,O=C(/C=C/c1cn(S(=O)(=O)c2cccc([N+](=O)[O-])c2)c2ccccc12)c1ccncc1,IC50,24320,nM
CHEMBL4174859,O=C(/C=C/c1cn(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12)c1ccncc1,IC50,14100,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,12,nM
CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,IC50,,
CHEMBL122708,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,IC50,9,nM
CHEMBL165362,COc1ccc2[nH]c(S(N)(=O)=O)cc2c1,IC50,16,nM
CHEMBL316582,NS(=O)(=O)c1ccc(CCCCO)cc1,IC50,15,nM
CHEMBL1098208,NS(=O)(=O)c1ccc(Sc2ccccn2)c(C(=O)NCc2ccccn2)c1,IC50,84.1,nM
CHEMBL445206,C/C=C\c1ccc(O)c(OC)c1,IC50,,
CHEMBL584,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,IC50,,
CHEMBL12131,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,IC50,,
CHEMBL1235242,N[C@@H](Cc1ccc(F)cc1)C(=O)O,IC50,,
CHEMBL84169,NS(=O)(=O)c1nc2ccc(OC(=O)Cc3ccccc3)cc2s1,IC50,30,nM
CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,IC50,,
CHEMBL355157,Nc1ccc2cc(S(N)(=O)=O)oc2c1,IC50,25,nM
CHEMBL554091,Cl.NC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,3.2,nM
CHEMBL1094530,O=[N+]([O-])O[C@H]1C[C@H](O[N+](=O)[O-])[C@@H](O)C[C@@H]1O,IC50,86300,nM
CHEMBL1788205,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O,IC50,22,nM
CHEMBL4098852,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1ccc(S(N)(=O)=O)cn1,IC50,5000,nM
CHEMBL4083620,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1cccc(S(N)(=O)=O)c1,IC50,300,nM
CHEMBL4059816,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)Cc1ccc(S(N)(=O)=O)cc1,IC50,500,nM
CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,IC50,,
CHEMBL104524,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,IC50,51,nM
CHEMBL1200845,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,IC50,,
CHEMBL1909076,N[C@H](CSC(=S)NCc1ccccc1)C(=O)O,IC50,,
CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,,
CHEMBL485549,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,IC50,,
CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,IC50,,
CHEMBL1372946,Cc1ccc(S(=O)(=O)N(C)c2ccccc2)cc1,IC50,50000,nM
CHEMBL362436,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,IC50,7321,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,18.5,nM
CHEMBL553720,Cl.NS(=O)(=O)c1cc2cc(CNCC(F)(F)F)sc2s1,IC50,2.2,nM
CHEMBL67511,NS(=O)(=O)C(F)(F)F,IC50,,
CHEMBL1088016,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],IC50,,
CHEMBL1076883,CCCCCCS(N)(=O)=O,IC50,,
CHEMBL55,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,IC50,,
CHEMBL1096820,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccn2)c1,IC50,67.6,nM
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,IC50,,
CHEMBL1687,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.[Cl-],IC50,,
CHEMBL110691,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,,
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,IC50,,
CHEMBL180570,O=P(O)(O)CP(=O)(O)O,IC50,1250000,nM
CHEMBL2019146,COc1ccc(-c2c(N)oc3ccc(Cl)cc3c2=O)cc1OC,IC50,7590,nM
CHEMBL80096,CN(C)c1ccc(C(=O)Oc2ccc3nc(S(N)(=O)=O)sc3c2)cc1,IC50,60,nM
CHEMBL82510,COc1cccc(OC)c1C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,4,nM
CHEMBL980,COc1ccccc1OCC(O)CO,IC50,,
CHEMBL2440439,Cc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1,IC50,10000,nM
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,IC50,,
CHEMBL104666,CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,IC50,5,nM
CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,IC50,,
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,IC50,,
CHEMBL321553,COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,IC50,20,nM
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,IC50,,
CHEMBL1754,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,IC50,,
CHEMBL2408084,Cc1cc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)no1,IC50,173,nM
CHEMBL555548,COCCOCCN(CCOCCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,3.95,nM
CHEMBL4072315,COc1ccc(/C=C/C(=O)N[C@H]2[C@H](OC)O[C@H](CO)[C@@H](O)[C@@H]2O)cc1,IC50,14000,nM
CHEMBL4070358,COc1cc(OC)c(OC)cc1/C=C/C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=S)Nc1ccc(S(N)(=O)=O)cc1,IC50,63,nM
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,,
CHEMBL30327,,,,
CHEMBL4085932,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CNC(=O)c1ccc(S(N)(=O)=O)cc1,IC50,65,nM
CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,IC50,62,nM
CHEMBL4172916,O=C1/C(=C\c2ccc(O)c(O)c2)S/C(=N/c2ccccc2)N1Cc1ccncc1,IC50,27180,nM
CHEMBL312593,,,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,16.2,nM
CHEMBL1276015,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(/N=N/c3c(O)ccc4ccccc34)c2)c1-c1ccccc1,IC50,80,nM
CHEMBL1276017,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(NN=C(C(C)=O)C(C)=O)c2)c1-c1ccccc1,IC50,210,nM
CHEMBL1276018,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N/N=C(\C(C)=O)C(=O)c3ccccc3)c2)c1-c1ccccc1,IC50,340,nM
CHEMBL2408089,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nc(C)cc(C)n4)cc3)c(Cl)c2c1,IC50,141,nM
CHEMBL4164724,CCCS(=O)(=O)n1cc(/C=C/C(=O)c2ccncc2)c2ccccc21,IC50,100000,nM
CHEMBL553217,C[S+]([O-])CCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,8.4,nM
CHEMBL104754,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,IC50,1.5,nM
CHEMBL4072122,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,IC50,0.47,nM
CHEMBL1567463,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,IC50,,
CHEMBL87939,COc1ccc2cc(S(N)(=O)=O)sc2c1,IC50,8.8,nM
CHEMBL3093009,NS(=O)(=O)NC[C@H]1COc2cc(Cl)c(Cl)cc2O1,IC50,30000,nM
CHEMBL734,CC(=O)NO,IC50,47000,nM
CHEMBL3092999,CN(CC1COc2ccccc2O1)S(N)(=O)=O,IC50,85000,nM
CHEMBL2408086,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(N)(=O)=O)cc3)c(Cl)c2c1,IC50,88,nM
CHEMBL3093002,NS(=O)(=O)NC[C@H]1COc2c(Cl)cccc2O1,IC50,220000,nM
CHEMBL310280,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)C(CCO)CN2,IC50,1.9,nM
